Date,JPM
2000-10-20,19.914859771728516
2000-10-23,19.914859771728516
2000-10-24,20.79059410095215
2000-10-25,20.75815200805664
2000-10-26,20.75815200805664
2000-10-27,22.152843475341797
2000-10-30,22.70423126220703
2000-10-31,23.612398147583008
2000-11-01,23.70970916748047
2000-11-02,23.612398147583008
2000-11-03,23.061017990112305
2000-11-06,23.612398147583008
2000-11-07,23.320497512817383
2000-11-08,22.6069278717041
2000-11-09,22.898845672607422
2000-11-10,22.217716217041016
2000-11-13,21.86092758178711
2000-11-14,22.087976455688477
2000-11-15,21.147369384765625
2000-11-16,21.21224021911621
2000-11-17,20.563560485839844
2000-11-20,20.01216697692871
2000-11-21,20.077028274536133
2000-11-22,19.4283390045166
2000-11-23,
2000-11-24,20.304075241088867
2000-11-27,20.433818817138672
2000-11-28,19.720251083374023
2000-11-29,19.687814712524414
2000-11-30,19.13643455505371
2000-12-01,19.363466262817383
2000-12-04,19.687814712524414
2000-12-05,21.439292907714844
2000-12-06,20.79059410095215
2000-12-07,20.336503982543945
2000-12-08,20.75815200805664
2000-12-11,22.0555419921875
2000-12-12,22.315034866333008
2000-12-13,23.093461990356445
2000-12-14,22.25014877319336
2000-12-15,22.801549911499023
2000-12-18,23.547536849975586
2000-12-19,23.255619049072266
2000-12-20,22.57449722290039
2000-12-21,23.450239181518555
2000-12-22,23.677274703979492
2000-12-25,
2000-12-26,23.742143630981445
2000-12-27,24.066486358642578
2000-12-28,24.3583984375
2000-12-29,23.579965591430664
2001-01-01,
2001-01-02,22.833974838256836
2001-01-03,26.464527130126953
2001-01-04,27.183303833007812
2001-01-05,25.582361221313477
2001-01-08,25.745725631713867
2001-01-09,25.451671600341797
2001-01-10,26.62786865234375
2001-01-11,28.29415512084961
2001-01-12,27.869434356689453
2001-01-15,
2001-01-16,27.80406379699707
2001-01-17,27.706050872802734
2001-01-18,26.889253616333008
2001-01-19,26.431840896606445
2001-01-22,26.595199584960938
2001-01-23,27.019948959350586
2001-01-24,27.836746215820312
2001-01-25,27.738740921020508
2001-01-26,28.326831817626953
2001-01-29,28.814302444458008
2001-01-30,29.263872146606445
2001-01-31,28.7463321685791
2001-02-01,29.19590950012207
2001-02-02,28.563373565673828
2001-02-05,28.542461395263672
2001-02-06,27.329673767089844
2001-02-07,27.355812072753906
2001-02-08,27.016029357910156
2001-02-09,27.157161712646484
2001-02-12,27.470806121826172
2001-02-13,26.733722686767578
2001-02-14,26.759864807128906
2001-02-15,26.718059539794922
2001-02-16,27.178077697753906
2001-02-19,
2001-02-20,26.111656188964844
2001-02-21,24.752483367919922
2001-02-22,25.24910545349121
2001-02-23,24.59566879272461
2001-02-26,25.379791259765625
2001-02-27,24.8831729888916
2001-02-28,24.391794204711914
2001-03-01,24.10426902770996
2001-03-02,23.94221305847168
2001-03-05,24.44406509399414
2001-03-06,25.071369171142578
2001-03-07,26.26848030090332
2001-03-08,26.26325035095215
2001-03-09,25.58890724182129
2001-03-12,23.78016471862793
2001-03-13,24.77861785888672
2001-03-14,22.870573043823242
2001-03-15,23.659927368164062
2001-03-16,23.304454803466797
2001-03-19,23.60242462158203
2001-03-20,22.264177322387695
2001-03-21,21.014780044555664
2001-03-22,20.340431213378906
2001-03-23,21.80413818359375
2001-03-26,22.013246536254883
2001-03-27,22.66669273376465
2001-03-28,22.24326515197754
2001-03-29,22.478506088256836
2001-03-30,23.471738815307617
2001-04-02,23.31490707397461
2001-04-03,21.74663543701172
2001-04-04,21.340803146362305
2001-04-05,22.40020179748535
2001-04-06,21.288097381591797
2001-04-09,21.303909301757812
2001-04-10,22.82184600830078
2001-04-11,23.580825805664062
2001-04-12,23.91287612915039
2001-04-13,
2001-04-16,23.981395721435547
2001-04-17,23.91287612915039
2001-04-18,25.878812789916992
2001-04-19,25.72068977355957
2001-04-20,25.193632125854492
2001-04-23,24.930099487304688
2001-04-24,24.98280906677246
2001-04-25,25.024978637695312
2001-04-26,25.56257438659668
2001-04-27,26.27410888671875
2001-04-30,25.28849983215332
2001-05-01,25.683807373046875
2001-05-02,26.126544952392578
2001-05-03,25.826108932495117
2001-05-04,26.669397354125977
2001-05-07,25.931522369384766
2001-05-08,25.167280197143555
2001-05-09,24.90376091003418
2001-05-10,25.0407772064209
2001-05-11,24.476839065551758
2001-05-14,25.10930824279785
2001-05-15,24.9195613861084
2001-05-16,25.462434768676758
2001-05-17,25.39919090270996
2001-05-18,25.38336753845215
2001-05-21,26.052743911743164
2001-05-22,26.363727569580078
2001-05-23,25.78394317626953
2001-05-24,26.00531768798828
2001-05-25,25.66800308227539
2001-05-28,
2001-05-29,26.000043869018555
2001-05-30,25.62582778930664
2001-05-31,25.90517234802246
2001-06-01,25.76813316345215
2001-06-04,26.089630126953125
2001-06-05,25.56257438659668
2001-06-06,24.687652587890625
2001-06-07,24.049903869628906
2001-06-08,23.296205520629883
2001-06-11,23.285661697387695
2001-06-12,22.922008514404297
2001-06-13,23.138086318969727
2001-06-14,22.974700927734375
2001-06-15,23.66515350341797
2001-06-18,23.354183197021484
2001-06-19,23.464855194091797
2001-06-20,24.034099578857422
2001-06-21,24.835235595703125
2001-06-22,24.192216873168945
2001-06-25,24.150041580200195
2001-06-26,23.549192428588867
2001-06-27,23.201330184936523
2001-06-28,23.717863082885742
2001-06-29,23.43851089477539
2001-07-02,24.139511108398438
2001-07-03,24.240388870239258
2001-07-04,
2001-07-05,24.176679611206055
2001-07-06,23.635047912597656
2001-07-09,23.358932495117188
2001-07-10,22.30753517150879
2001-07-11,22.328784942626953
2001-07-12,22.58896827697754
2001-07-13,22.594287872314453
2001-07-16,21.877424240112305
2001-07-17,22.46152687072754
2001-07-18,23.141218185424805
2001-07-19,23.204946517944336
2001-07-20,23.045639038085938
2001-07-23,22.838542938232422
2001-07-24,22.66330337524414
2001-07-25,22.780139923095703
2001-07-26,22.960681915283203
2001-07-27,23.475753784179688
2001-07-30,23.263349533081055
2001-07-31,22.992534637451172
2001-08-01,23.09873390197754
2001-08-02,23.09873390197754
2001-08-03,23.00314712524414
2001-08-06,22.705793380737305
2001-08-07,22.711101531982422
2001-08-08,22.34470558166504
2001-08-09,22.249130249023438
2001-08-10,22.434995651245117
2001-08-13,22.365951538085938
2001-08-14,22.434995651245117
2001-08-15,22.38188362121582
2001-08-16,22.397811889648438
2001-08-17,22.026105880737305
2001-08-20,21.81900405883789
2001-08-21,21.457927703857422
2001-08-22,21.877424240112305
2001-08-23,21.62254524230957
2001-08-24,21.73405647277832
2001-08-27,21.824323654174805
2001-08-28,21.500411987304688
2001-08-29,21.01188850402832
2001-08-30,20.836647033691406
2001-08-31,20.921621322631836
2001-09-03,
2001-09-04,21.14995574951172
2001-09-05,20.36406135559082
2001-09-06,19.615341186523438
2001-09-07,19.647201538085938
2001-09-10,19.78525733947754
2001-09-11,
2001-09-12,
2001-09-13,
2001-09-14,
2001-09-17,18.717945098876953
2001-09-18,18.5002384185791
2001-09-19,18.112598419189453
2001-09-20,16.75853157043457
2001-09-21,16.365596771240234
2001-09-24,17.30016326904297
2001-09-25,17.65593719482422
2001-09-26,17.305463790893555
2001-09-27,17.586896896362305
2001-09-28,18.133832931518555
2001-10-01,18.054187774658203
2001-10-02,18.579875946044922
2001-10-03,18.590608596801758
2001-10-04,18.317134857177734
2001-10-05,17.914976119995117
2001-10-08,17.394840240478516
2001-10-09,17.66832160949707
2001-10-10,17.904254913330078
2001-10-11,17.92033576965332
2001-10-12,17.636137008666992
2001-10-15,17.990039825439453
2001-10-16,18.199172973632812
2001-10-17,18.553068161010742
2001-10-18,18.30640411376953
2001-10-19,18.161624908447266
2001-10-22,18.93378257751465
2001-10-23,19.175077438354492
2001-10-24,19.42174530029297
2001-10-25,20.09737205505371
2001-10-26,20.134906768798828
2001-10-29,19.148269653320312
2001-10-30,19.041032791137695
2001-10-31,18.960594177246094
2001-11-01,19.486095428466797
2001-11-02,19.325223922729492
2001-11-05,19.49680519104004
2001-11-06,20.129547119140625
2001-11-07,20.69256591796875
2001-11-08,20.805177688598633
2001-11-09,20.93922996520996
2001-11-12,20.805177688598633
2001-11-13,21.10009002685547
2001-11-14,21.260955810546875
2001-11-15,21.207338333129883
2001-11-16,21.13226318359375
2001-11-19,21.502262115478516
2001-11-20,21.126909255981445
2001-11-21,20.826622009277344
2001-11-22,
2001-11-23,21.121551513671875
2001-11-26,21.17516326904297
2001-11-27,21.341398239135742
2001-11-28,20.108095169067383
2001-11-29,20.408374786376953
2001-11-30,20.22605323791504
2001-12-03,19.598691940307617
2001-12-04,19.957965850830078
2001-12-05,20.923147201538086
2001-12-06,21.652402877807617
2001-12-07,21.32530403137207
2001-12-10,20.740829467773438
2001-12-11,20.64430809020996
2001-12-12,20.574600219726562
2001-12-13,19.888246536254883
2001-12-14,19.325223922729492
2001-12-17,19.679126739501953
2001-12-18,19.941877365112305
2001-12-19,20.37620735168457
2001-12-20,19.582605361938477
2001-12-21,19.169727325439453
2001-12-24,19.325223922729492
2001-12-25,
2001-12-26,19.470001220703125
2001-12-27,19.4753475189209
2001-12-28,19.598691940307617
2001-12-31,19.491453170776367
2002-01-01,
2002-01-02,19.67548370361328
2002-01-03,20.200523376464844
2002-01-04,21.109874725341797
2002-01-07,21.05574607849121
2002-01-08,20.893354415893555
2002-01-09,20.95290756225586
2002-01-10,21.18564796447754
2002-01-11,20.752628326416016
2002-01-14,20.195110321044922
2002-01-15,20.498226165771484
2002-01-16,19.762088775634766
2002-01-17,19.946125030517578
2002-01-18,19.43731117248535
2002-01-21,
2002-01-22,19.356122970581055
2002-01-23,19.350723266601562
2002-01-24,19.431903839111328
2002-01-25,18.939348220825195
2002-01-28,18.57128143310547
2002-01-29,17.347980499267578
2002-01-30,17.894676208496094
2002-01-31,18.430540084838867
2002-02-01,17.40752601623535
2002-02-04,16.54147720336914
2002-02-05,15.707911491394043
2002-02-06,15.935243606567383
2002-02-07,16.27625846862793
2002-02-08,16.84459114074707
2002-02-11,17.234317779541016
2002-02-12,17.044862747192383
2002-02-13,16.37367820739746
2002-02-14,16.35202980041504
2002-02-15,16.26542854309082
2002-02-18,
2002-02-19,15.713318824768066
2002-02-20,15.919008255004883
2002-02-21,15.77286434173584
2002-02-22,15.258648872375488
2002-02-25,15.6970796585083
2002-02-26,15.675436973571777
2002-02-27,15.675436973571777
2002-02-28,15.832402229309082
2002-03-01,16.054323196411133
2002-03-04,17.59156036376953
2002-03-05,17.59697151184082
2002-03-06,18.430540084838867
2002-03-07,18.430540084838867
2002-03-08,18.80402946472168
2002-03-11,19.648414611816406
2002-03-12,19.62135124206543
2002-03-13,19.145023345947266
2002-03-14,19.004289627075195
2002-03-15,19.491453170776367
2002-03-18,19.1287899017334
2002-03-19,19.534759521484375
2002-03-20,19.0476016998291
2002-03-21,18.831083297729492
2002-03-22,19.053009033203125
2002-03-25,18.917695999145508
2002-03-26,19.02594566345215
2002-03-27,19.215396881103516
2002-03-28,19.296585083007812
2002-03-29,
2002-04-01,19.274938583374023
2002-04-02,19.11255645751953
2002-04-03,19.13441276550293
2002-04-04,18.82288932800293
2002-04-05,19.05243492126465
2002-04-08,19.11802101135254
2002-04-09,19.232789993286133
2002-04-10,19.150808334350586
2002-04-11,18.287277221679688
2002-04-12,18.735437393188477
2002-04-15,18.801027297973633
2002-04-16,19.336631774902344
2002-04-17,20.369606018066406
2002-04-18,20.364139556884766
2002-04-19,20.637405395507812
2002-04-22,20.003414154052734
2002-04-23,20.003414154052734
2002-04-24,19.61536979675293
2002-04-25,19.145355224609375
2002-04-26,19.12347984313965
2002-04-29,18.768226623535156
2002-04-30,19.183612823486328
2002-05-01,19.40221405029297
2002-05-02,19.812129974365234
2002-05-03,19.50060272216797
2002-05-06,18.801027297973633
2002-05-07,18.926729202270508
2002-05-08,20.17284393310547
2002-05-09,19.5497989654541
2002-05-10,19.17267608642578
2002-05-13,19.861318588256836
2002-05-14,20.54448890686035
2002-05-15,20.200164794921875
2002-05-16,20.675662994384766
2002-05-17,20.823230743408203
2002-05-20,20.47344970703125
2002-05-21,20.506235122680664
2002-05-22,20.528108596801758
2002-05-23,20.970792770385742
2002-05-24,20.659263610839844
2002-05-27,
2002-05-28,20.331344604492188
2002-05-29,20.205636978149414
2002-05-30,19.680957794189453
2002-05-31,19.648162841796875
2002-06-03,18.943124771118164
2002-06-04,18.937664031982422
2002-06-05,18.96498680114746
2002-06-06,18.412982940673828
2002-06-07,18.412982940673828
2002-06-10,18.516820907592773
2002-06-11,17.99760627746582
2002-06-12,18.128787994384766
2002-06-13,17.85004425048828
2002-06-14,18.035865783691406
2002-06-17,19.391284942626953
2002-06-18,19.1398868560791
2002-06-19,18.91580581665039
2002-06-20,18.24355697631836
2002-06-21,18.030405044555664
2002-06-24,18.134241104125977
2002-06-25,17.99760627746582
2002-06-26,17.210588455200195
2002-06-27,17.882831573486328
2002-06-28,18.538681030273438
2002-07-01,17.139537811279297
2002-07-02,17.255577087402344
2002-07-03,17.100854873657227
2002-07-04,
2002-07-05,18.00701332092285
2002-07-08,17.835725784301758
2002-07-09,17.277673721313477
2002-07-10,16.658836364746094
2002-07-11,16.890901565551758
2002-07-12,16.691987991333008
2002-07-15,16.620155334472656
2002-07-16,15.74715805053711
2002-07-17,15.548254013061523
2002-07-18,15.028873443603516
2002-07-19,14.421085357666016
2002-07-22,13.548080444335938
2002-07-23,11.09483814239502
2002-07-24,12.873995780944824
2002-07-25,12.349090576171875
2002-07-26,12.29383373260498
2002-07-29,13.868550300598145
2002-07-30,13.752522468566895
2002-07-31,13.791193008422852
2002-08-01,13.824352264404297
2002-08-02,13.17788314819336
2002-08-05,12.349090576171875
2002-08-06,13.067380905151367
2002-08-07,13.282868385314941
2002-08-08,14.575786590576172
2002-08-09,14.559219360351562
2002-08-12,14.067461967468262
2002-08-13,13.481775283813477
2002-08-14,13.89065170288086
2002-08-15,13.697269439697266
2002-08-16,13.735942840576172
2002-08-19,15.034393310546875
2002-08-20,14.664198875427246
2002-08-21,14.852058410644531
2002-08-22,14.747072219848633
2002-08-23,14.205595970153809
2002-08-26,14.636568069458008
2002-08-27,14.780229568481445
2002-08-28,14.52054214477539
2002-08-29,14.697343826293945
2002-08-30,14.586837768554688
2002-09-02,
2002-09-03,13.675165176391602
2002-09-04,14.028779029846191
2002-09-05,13.316020965576172
2002-09-06,13.21103286743164
2002-09-09,13.034231185913086
2002-09-10,12.79111099243164
2002-09-11,12.697176933288574
2002-09-12,12.161226272583008
2002-09-13,12.17780876159668
2002-09-16,11.995471000671387
2002-09-17,11.907063484191895
2002-09-18,11.293753623962402
2002-09-19,10.978811264038086
2002-09-20,11.150093078613281
2002-09-23,10.636240005493164
2002-09-24,10.299195289611816
2002-09-25,10.437328338623047
2002-09-26,10.647285461425781
2002-09-27,10.133430480957031
2002-09-30,10.492578506469727
2002-10-01,10.906981468200684
2002-10-02,10.260427474975586
2002-10-03,9.90623950958252
2002-10-04,9.299044609069824
2002-10-07,9.428357124328613
2002-10-08,9.33277702331543
2002-10-09,8.686225891113281
2002-10-10,8.967338562011719
2002-10-11,9.664483070373535
2002-10-14,9.490196228027344
2002-10-15,10.462831497192383
2002-10-16,10.282917976379395
2002-10-17,10.5640287399292
2002-10-18,10.665225982666016
2002-10-21,11.396109580993652
2002-10-22,11.193709373474121
2002-10-23,11.114996910095215
2002-10-24,11.075636863708496
2002-10-25,11.452330589294434
2002-10-28,11.9470796585083
2002-10-29,11.502924919128418
2002-10-30,11.834630966186523
2002-10-31,11.66596794128418
2002-11-01,12.098872184753418
2002-11-04,12.374361038208008
2002-11-05,12.632976531982422
2002-11-06,12.402470588684082
2002-11-07,11.581640243530273
2002-11-08,11.35675048828125
2002-11-11,11.480437278747559
2002-11-12,11.547906875610352
2002-11-13,11.778411865234375
2002-11-14,12.32375717163086
2002-11-15,12.419334411621094
2002-11-18,12.306891441345215
2002-11-19,12.34062671661377
2002-11-20,13.335746765136719
2002-11-21,13.993546485900879
2002-11-22,14.049762725830078
2002-11-25,14.027268409729004
2002-11-26,13.599990844726562
2002-11-27,14.162208557128906
2002-11-28,
2002-11-29,14.150958061218262
2002-12-02,14.179072380065918
2002-12-03,13.836124420166016
2002-12-04,13.886717796325684
2002-12-05,13.273910522460938
2002-12-06,13.7349271774292
2002-12-09,13.077129364013672
2002-12-10,13.577500343322754
2002-12-11,13.543770790100098
2002-12-12,13.577500343322754
2002-12-13,13.279524803161621
2002-12-16,13.942939758300781
2002-12-17,14.066633224487305
2002-12-18,13.493167877197266
2002-12-19,13.116485595703125
2002-12-20,13.98229694366455
2002-12-23,13.89234733581543
2002-12-24,13.605616569519043
2002-12-25,
2002-12-26,13.74616527557373
2002-12-27,13.380731582641602
2002-12-30,13.487543106079102
2002-12-31,13.493167877197266
2003-01-01,
2003-01-02,14.508294105529785
2003-01-03,14.793438911437988
2003-01-06,15.956844329833984
2003-01-07,15.87700366973877
2003-01-08,15.26678466796875
2003-01-09,15.569038391113281
2003-01-10,15.449287414550781
2003-01-13,15.557633399963379
2003-01-14,15.734429359436035
2003-01-15,15.443580627441406
2003-01-16,15.27248477935791
2003-01-17,14.93601131439209
2003-01-20,
2003-01-21,14.49688720703125
2003-01-22,14.086275100708008
2003-01-23,14.331499099731445
2003-01-24,13.578712463378906
2003-01-27,13.282155990600586
2003-01-28,13.407621383666992
2003-01-29,13.40192699432373
2003-01-30,13.139585494995117
2003-01-31,13.31067180633545
2003-02-03,13.447552680969238
2003-02-04,13.145284652709961
2003-02-05,13.082559585571289
2003-02-06,12.723270416259766
2003-02-07,12.535073280334473
2003-02-10,12.603510856628418
2003-02-11,12.546481132507324
2003-02-12,12.267036437988281
2003-02-13,12.141573905944824
2003-02-14,12.46093463897705
2003-02-17,
2003-02-18,12.831632614135742
2003-02-19,12.831632614135742
2003-02-20,12.939982414245605
2003-02-21,13.048341751098633
2003-02-24,12.717564582824707
2003-02-25,12.860146522521973
2003-02-26,12.740384101867676
2003-02-27,12.922876358032227
2003-02-28,12.934285163879395
2003-03-03,13.031235694885254
2003-03-04,12.774600982666016
2003-03-05,13.00841999053955
2003-03-06,12.546481132507324
2003-03-07,12.711867332458496
2003-03-10,12.227112770080566
2003-03-11,11.833611488342285
2003-03-12,11.833611488342285
2003-03-13,12.386795997619629
2003-03-14,12.124468803405762
2003-03-17,12.865850448608398
2003-03-18,13.00841999053955
2003-03-19,13.304971694946289
2003-03-20,13.41903305053711
2003-03-21,14.057761192321777
2003-03-24,13.476059913635254
2003-03-25,13.766914367675781
2003-03-26,13.784022331237793
2003-03-27,13.75550365447998
2003-03-28,13.943700790405273
2003-03-31,13.521684646606445
2003-04-01,13.818236351013184
2003-04-02,14.523896217346191
2003-04-03,14.425568580627441
2003-04-04,14.795761108398438
2003-04-07,14.830452919006348
2003-04-08,15.032905578613281
2003-04-09,14.882511138916016
2003-04-10,14.876730918884277
2003-04-11,14.801541328430176
2003-04-14,15.351029396057129
2003-04-15,15.54190444946289
2003-04-16,15.327892303466797
2003-04-17,15.796401023864746
2003-04-18,
2003-04-21,15.877378463745117
2003-04-22,16.58881950378418
2003-04-23,17.028417587280273
2003-04-24,16.519418716430664
2003-04-25,16.172365188598633
2003-04-28,16.66402244567871
2003-04-29,16.854896545410156
2003-04-30,16.976362228393555
2003-05-01,16.93587303161621
2003-05-02,17.27134895324707
2003-05-05,17.560558319091797
2003-05-06,17.763004302978516
2003-05-07,17.82662582397461
2003-05-08,17.32918930053711
2003-05-09,17.398595809936523
2003-05-12,17.896034240722656
2003-05-13,17.76878547668457
2003-05-14,17.63574981689453
2003-05-15,17.95387840270996
2003-05-16,18.075342178344727
2003-05-19,17.595256805419922
2003-05-20,17.601049423217773
2003-05-21,17.670454025268555
2003-05-22,17.63574981689453
2003-05-23,17.872894287109375
2003-05-26,
2003-05-27,18.538074493408203
2003-05-28,18.8272762298584
2003-05-29,18.66533088684082
2003-05-30,19.006582260131836
2003-06-02,19.619701385498047
2003-06-03,19.561864852905273
2003-06-04,20.065086364746094
2003-06-05,20.302221298217773
2003-06-06,20.319576263427734
2003-06-09,19.527151107788086
2003-06-10,19.71224594116211
2003-06-11,19.978315353393555
2003-06-12,20.07085609436035
2003-06-13,20.07085609436035
2003-06-16,20.793869018554688
2003-06-17,20.874853134155273
2003-06-18,20.284868240356445
2003-06-19,19.92625617980957
2003-06-20,20.12870216369629
2003-06-23,19.57921600341797
2003-06-24,19.839500427246094
2003-06-25,19.660186767578125
2003-06-26,19.897340774536133
2003-06-27,19.60814094543457
2003-06-30,19.77008628845215
2003-07-01,19.986248016357422
2003-07-02,20.079721450805664
2003-07-03,19.93951416015625
2003-07-04,
2003-07-07,20.488685607910156
2003-07-08,20.681480407714844
2003-07-09,20.833372116088867
2003-07-10,20.453632354736328
2003-07-11,20.891794204711914
2003-07-14,21.791492462158203
2003-07-15,21.785655975341797
2003-07-16,21.178068161010742
2003-07-17,20.471162796020508
2003-07-18,20.64057731628418
2003-07-21,20.11478042602539
2003-07-22,20.41272735595703
2003-07-23,20.36598777770996
2003-07-24,20.20241355895996
2003-07-25,20.722373962402344
2003-07-28,20.734058380126953
2003-07-29,20.58800506591797
2003-07-30,20.482839584350586
2003-07-31,20.47699546813965
2003-08-01,19.48966407775879
2003-08-04,19.705825805664062
2003-08-05,19.139127731323242
2003-08-06,19.27350425720215
2003-08-07,19.191701889038086
2003-08-08,19.27350425720215
2003-08-11,19.407869338989258
2003-08-12,19.653247833251953
2003-08-13,19.530555725097656
2003-08-14,19.805147171020508
2003-08-15,19.664928436279297
2003-08-18,19.892780303955078
2003-08-19,19.974565505981445
2003-08-20,20.348478317260742
2003-08-21,20.214094161987305
2003-08-22,19.816814422607422
2003-08-25,19.711660385131836
2003-08-26,19.50135040283203
2003-08-27,19.431224822998047
2003-08-28,19.81097984313965
2003-08-29,19.992088317871094
2003-09-01,
2003-09-02,20.272510528564453
2003-09-03,20.36598777770996
2003-09-04,20.260835647583008
2003-09-05,19.974565505981445
2003-09-08,20.243305206298828
2003-09-09,20.01546287536621
2003-09-10,19.50135040283203
2003-09-11,19.676612854003906
2003-09-12,19.863563537597656
2003-09-15,19.846033096313477
2003-09-16,20.214094161987305
2003-09-17,20.249143600463867
2003-09-18,20.880111694335938
2003-09-19,20.734058380126953
